transaction_id,step,payment_type,amount,sender_upi,receiver_upi,fraud_label,fraud_type
99,65,UPI_TRANSFER,24249.53,UPI_36056258,UPI_20115825,0,NORMAL
100,521,BILL_PAY,23449.8,UPI_93314222,UPI_27898458,0,NORMAL
101,344,UPI_TRANSFER,13084.71,UPI_18955569,UPI_77091200,0,NORMAL
102,129,WALLET_PAYMENT,46080.47,UPI_74630279,UPI_17657427,1,MICRO_VELOCITY
103,648,MERCHANT_PAY,20892.53,UPI_60967628,UPI_77896087,0,NORMAL
104,472,UPI_TRANSFER,43206.47,UPI_95914025,UPI_63751853,0,NORMAL
105,63,QR_SCAN_PAY,5487.64,UPI_98837186,UPI_10764407,0,NORMAL
106,139,QR_SCAN_PAY,15947.27,UPI_77687059,UPI_95102337,0,NORMAL
107,499,MERCHANT_PAY,8820.66,UPI_90659949,UPI_98009870,0,NORMAL
108,593,BILL_PAY,20423.5,UPI_69124396,UPI_32598610,0,NORMAL
109,392,BILL_PAY,5586.28,UPI_98412706,UPI_50972096,0,NORMAL
110,675,UPI_TRANSFER,22054.54,UPI_81249687,UPI_97333420,0,NORMAL
111,419,BILL_PAY,17696.77,UPI_34090678,UPI_82353838,0,NORMAL
112,289,MERCHANT_PAY,11169.64,UPI_60177496,UPI_11097597,0,NORMAL
113,379,UPI_TRANSFER,32110.76,UPI_52695926,UPI_94088938,0,NORMAL
114,490,WALLET_PAYMENT,47545.82,UPI_96005174,UPI_38851202,0,NORMAL
115,231,BILL_PAY,10359.64,UPI_44519353,UPI_97204455,0,NORMAL
116,41,BILL_PAY,35590.98,UPI_47733695,UPI_45650654,0,NORMAL
117,28,UPI_TRANSFER,37120.33,UPI_12189531,UPI_59763460,0,NORMAL
118,135,QR_SCAN_PAY,24908.54,UPI_44870642,UPI_70043161,0,NORMAL
119,201,BILL_PAY,44883.93,UPI_67300183,UPI_15413723,0,NORMAL
120,33,MERCHANT_PAY,48319.67,UPI_69686960,UPI_85841294,0,NORMAL
121,48,BILL_PAY,18115.51,UPI_97856924,UPI_66404150,0,NORMAL
122,503,WALLET_PAYMENT,32553.41,UPI_81584206,UPI_15706901,0,NORMAL
123,407,BILL_PAY,33112.32,UPI_95710929,UPI_73579684,0,NORMAL
124,574,QR_SCAN_PAY,20184.76,UPI_49636556,UPI_63193684,0,NORMAL
125,728,BILL_PAY,15842.97,UPI_78880082,UPI_58513528,0,NORMAL
126,99,UPI_TRANSFER,46687.54,UPI_51640431,UPI_14995484,0,NORMAL
127,684,BILL_PAY,39500.13,UPI_35395833,UPI_50683333,0,NORMAL
128,726,QR_SCAN_PAY,5727.66,UPI_36423897,UPI_60755067,1,FAKE_MERCHANT
129,547,UPI_TRANSFER,5998.6,UPI_38109569,UPI_91514083,0,NORMAL
130,739,MERCHANT_PAY,46127.53,UPI_23912736,UPI_88401771,0,NORMAL
131,613,UPI_TRANSFER,4075.08,UPI_98195247,UPI_80781786,0,NORMAL
132,462,WALLET_PAYMENT,34422.63,UPI_20894116,UPI_22332576,0,NORMAL
133,643,UPI_TRANSFER,11341.78,UPI_58589912,UPI_44230904,0,NORMAL
134,5,MERCHANT_PAY,1764.09,UPI_23155686,UPI_60028061,0,NORMAL
135,218,BILL_PAY,2986.58,UPI_94626717,UPI_89232433,0,NORMAL
136,503,UPI_TRANSFER,18679.24,UPI_29239208,UPI_16358561,0,NORMAL
137,398,UPI_TRANSFER,3884.03,UPI_85375066,UPI_36586756,0,NORMAL
138,393,UPI_TRANSFER,29833.98,UPI_27002227,UPI_93884239,0,NORMAL
139,207,UPI_TRANSFER,32364.49,UPI_62668014,UPI_35100427,0,NORMAL
140,15,MERCHANT_PAY,18676.56,UPI_18685478,UPI_66037963,0,NORMAL
141,554,QR_SCAN_PAY,37145.19,UPI_16396439,UPI_81067443,1,ACCOUNT_TAKEOVER
142,461,QR_SCAN_PAY,24504.68,UPI_12012196,UPI_52331442,1,ACCOUNT_TAKEOVER
143,691,UPI_TRANSFER,21514.27,UPI_88748852,UPI_19972628,0,NORMAL
144,575,MERCHANT_PAY,20352.37,UPI_30518652,UPI_94415430,0,NORMAL
145,743,MERCHANT_PAY,21558.17,UPI_49359835,UPI_61040825,0,NORMAL
146,241,UPI_TRANSFER,48394.54,UPI_72756222,UPI_89064161,0,NORMAL
147,564,WALLET_PAYMENT,34071.95,UPI_90276025,UPI_30469695,0,NORMAL
148,96,UPI_TRANSFER,15763.92,UPI_22835051,UPI_23929820,0,NORMAL
149,734,WALLET_PAYMENT,36694.32,UPI_88693556,UPI_48869125,0,NORMAL
150,485,UPI_TRANSFER,16516.72,UPI_19431153,UPI_50856547,0,NORMAL
151,407,WALLET_PAYMENT,6290.12,UPI_29392643,UPI_24931888,0,NORMAL
152,231,WALLET_PAYMENT,23770.64,UPI_50657243,UPI_89019719,0,NORMAL
153,655,UPI_TRANSFER,37552.44,UPI_54418227,UPI_65572175,0,NORMAL
154,171,WALLET_PAYMENT,18886.11,UPI_47782486,UPI_77340993,0,NORMAL
155,541,BILL_PAY,43459.36,UPI_89003213,UPI_88002743,0,NORMAL
156,36,QR_SCAN_PAY,19350.7,UPI_29118733,UPI_91375570,0,NORMAL
157,525,MERCHANT_PAY,17495.2,UPI_58585088,UPI_13724102,0,NORMAL
158,160,WALLET_PAYMENT,49912.2,UPI_39612543,UPI_54652865,0,NORMAL
159,699,WALLET_PAYMENT,24126.19,UPI_92179114,UPI_90777004,0,NORMAL
160,243,MERCHANT_PAY,40262.03,UPI_99937375,UPI_66237142,0,NORMAL
161,86,WALLET_PAYMENT,40250.38,UPI_89541365,UPI_36181726,0,NORMAL
162,578,MERCHANT_PAY,46318.84,UPI_69119377,UPI_82028355,0,NORMAL
163,682,UPI_TRANSFER,4249.33,UPI_73232187,UPI_80840511,0,NORMAL
164,557,BILL_PAY,13564.66,UPI_83163204,UPI_59101455,0,NORMAL
165,574,BILL_PAY,38388.57,UPI_81765993,UPI_77842800,0,NORMAL
166,646,QR_SCAN_PAY,28132.26,UPI_20668878,UPI_97660180,0,NORMAL
167,28,WALLET_PAYMENT,27982.95,UPI_39624506,UPI_20113011,0,NORMAL
168,620,QR_SCAN_PAY,8314.93,UPI_39476263,UPI_27668176,0,NORMAL
169,556,UPI_TRANSFER,14061.24,UPI_61523357,UPI_90740724,0,NORMAL
170,340,BILL_PAY,26069.1,UPI_79255269,UPI_96718329,0,NORMAL
171,331,UPI_TRANSFER,13862.68,UPI_37914198,UPI_10202459,0,NORMAL
172,640,UPI_TRANSFER,10518.09,UPI_24245130,UPI_34188812,0,NORMAL
173,506,WALLET_PAYMENT,4392.36,UPI_20443928,UPI_71469754,0,NORMAL
174,348,UPI_TRANSFER,7790.52,UPI_21855276,UPI_73206149,0,NORMAL
175,473,BILL_PAY,38444.54,UPI_14027058,UPI_47414667,0,NORMAL
176,231,QR_SCAN_PAY,35940.37,UPI_84560938,UPI_55960732,0,NORMAL
177,190,BILL_PAY,2296.46,UPI_63541441,UPI_63439820,0,NORMAL
178,225,WALLET_PAYMENT,10168.19,UPI_98418914,UPI_28721659,0,NORMAL
179,385,BILL_PAY,28024.97,UPI_47831191,UPI_23564185,0,NORMAL
180,377,MERCHANT_PAY,16134.78,UPI_34534348,UPI_61371279,0,NORMAL
181,283,QR_SCAN_PAY,41163.36,UPI_61084024,UPI_13791065,0,NORMAL
182,633,MERCHANT_PAY,39250.54,UPI_23793257,UPI_52647199,0,NORMAL
183,628,MERCHANT_PAY,44579.57,UPI_33717303,UPI_69638515,0,NORMAL
184,259,WALLET_PAYMENT,28148.75,UPI_11275485,UPI_69831548,0,NORMAL
185,359,UPI_TRANSFER,17607.06,UPI_82883146,UPI_99158844,0,NORMAL
186,710,MERCHANT_PAY,30305.2,UPI_58789334,UPI_53517700,0,NORMAL
187,456,BILL_PAY,4461.39,UPI_11028219,UPI_51301434,0,NORMAL
188,411,UPI_TRANSFER,484.25,UPI_41333677,UPI_62284403,0,NORMAL
189,649,BILL_PAY,859.59,UPI_63918363,UPI_83468033,1,SOCIAL_ENGINEERING
190,318,BILL_PAY,20380.11,UPI_37527091,UPI_27631234,0,NORMAL
191,677,UPI_TRANSFER,11407.74,UPI_40586126,UPI_52851678,0,NORMAL
192,225,UPI_TRANSFER,7871.1,UPI_72530988,UPI_42619652,0,NORMAL
193,234,BILL_PAY,30768.22,UPI_90438841,UPI_77163629,0,NORMAL
194,684,WALLET_PAYMENT,49754.78,UPI_68147528,UPI_97581594,0,NORMAL
195,664,QR_SCAN_PAY,8891.77,UPI_58074311,UPI_20196824,0,NORMAL
196,374,QR_SCAN_PAY,27323.34,UPI_95834734,UPI_88755842,0,NORMAL
197,672,WALLET_PAYMENT,5990.78,UPI_43698038,UPI_96192015,0,NORMAL
198,608,UPI_TRANSFER,46712.15,UPI_81971296,UPI_81693167,0,NORMAL
199,472,BILL_PAY,14591.3,UPI_58732488,UPI_15306794,0,NORMAL
200,233,QR_SCAN_PAY,43917.6,UPI_93844688,UPI_40590979,0,NORMAL
201,692,BILL_PAY,14157.41,UPI_97762344,UPI_45876458,0,NORMAL
202,113,WALLET_PAYMENT,40303.59,UPI_42525888,UPI_83886479,0,NORMAL
203,497,BILL_PAY,10473.02,UPI_10982439,UPI_32821366,0,NORMAL
204,442,WALLET_PAYMENT,14643.01,UPI_96414340,UPI_89622375,0,NORMAL
205,564,UPI_TRANSFER,9627.81,UPI_59768413,UPI_58860008,0,NORMAL
206,268,WALLET_PAYMENT,13216.67,UPI_51886154,UPI_79817069,0,NORMAL
207,510,WALLET_PAYMENT,41744.11,UPI_53191067,UPI_81372871,0,NORMAL
208,386,QR_SCAN_PAY,31953.43,UPI_54515920,UPI_20265461,0,NORMAL
209,387,BILL_PAY,20296.95,UPI_16554097,UPI_11538497,0,NORMAL
210,113,QR_SCAN_PAY,48576.19,UPI_92184278,UPI_34156155,0,NORMAL
211,613,MERCHANT_PAY,23245.75,UPI_22732817,UPI_61804598,0,NORMAL
212,625,WALLET_PAYMENT,48488.15,UPI_82253338,UPI_18060435,0,NORMAL
213,81,MERCHANT_PAY,9833.36,UPI_96695192,UPI_18357298,0,NORMAL
214,699,QR_SCAN_PAY,45232.4,UPI_21866308,UPI_92792147,0,NORMAL
215,113,BILL_PAY,696.04,UPI_53346683,UPI_43000786,0,NORMAL
216,2,QR_SCAN_PAY,27267.43,UPI_45486802,UPI_31155768,0,NORMAL
217,642,BILL_PAY,21155.5,UPI_82482842,UPI_33910525,0,NORMAL
218,220,BILL_PAY,26256.77,UPI_64016134,UPI_42014898,0,NORMAL
219,566,UPI_TRANSFER,27674.47,UPI_30318413,UPI_37318220,0,NORMAL
220,736,WALLET_PAYMENT,19454.62,UPI_42439322,UPI_17019344,0,NORMAL
221,225,QR_SCAN_PAY,49909.9,UPI_98538489,UPI_30131770,0,NORMAL
222,385,BILL_PAY,48825.48,UPI_99935418,UPI_87454176,0,NORMAL
223,403,QR_SCAN_PAY,48087.46,UPI_40854727,UPI_18429172,0,NORMAL
224,638,QR_SCAN_PAY,48954.36,UPI_29313731,UPI_18091259,1,SOCIAL_ENGINEERING
225,130,BILL_PAY,39651.65,UPI_31279081,UPI_45231259,0,NORMAL
226,53,MERCHANT_PAY,49429.58,UPI_76954499,UPI_59240004,0,NORMAL
227,684,WALLET_PAYMENT,44618.55,UPI_26122942,UPI_61596187,0,NORMAL
228,730,WALLET_PAYMENT,20799.55,UPI_38411871,UPI_97677395,0,NORMAL
229,672,UPI_TRANSFER,39239.93,UPI_26339915,UPI_66744076,0,NORMAL
230,710,UPI_TRANSFER,45603.83,UPI_69710419,UPI_27363973,0,NORMAL
231,416,UPI_TRANSFER,35631.74,UPI_59374910,UPI_13309161,0,NORMAL
232,247,WALLET_PAYMENT,21142.0,UPI_10871815,UPI_34946312,0,NORMAL
233,439,MERCHANT_PAY,3294.18,UPI_94201717,UPI_69348508,0,NORMAL
234,203,WALLET_PAYMENT,40485.8,UPI_44926938,UPI_45583653,0,NORMAL
235,184,WALLET_PAYMENT,47637.38,UPI_65775603,UPI_67121856,0,NORMAL
236,123,WALLET_PAYMENT,18126.35,UPI_35322280,UPI_13255351,0,NORMAL
237,401,WALLET_PAYMENT,7599.54,UPI_47882704,UPI_65333661,0,NORMAL
238,294,MERCHANT_PAY,16328.56,UPI_25551544,UPI_71883487,0,NORMAL
239,280,UPI_TRANSFER,29133.2,UPI_42482430,UPI_14819158,0,NORMAL
240,610,QR_SCAN_PAY,15849.87,UPI_95646048,UPI_47470950,0,NORMAL
241,198,UPI_TRANSFER,30532.88,UPI_46499038,UPI_84797961,0,NORMAL
242,511,UPI_TRANSFER,48342.78,UPI_32897157,UPI_19251220,0,NORMAL
243,144,QR_SCAN_PAY,33538.37,UPI_62124582,UPI_45280055,1,MICRO_VELOCITY
244,609,WALLET_PAYMENT,18136.16,UPI_97770376,UPI_59807118,0,NORMAL
245,201,MERCHANT_PAY,46787.97,UPI_43432297,UPI_27728270,0,NORMAL
246,124,MERCHANT_PAY,28283.94,UPI_46223263,UPI_45946592,0,NORMAL
247,187,UPI_TRANSFER,6422.98,UPI_55438479,UPI_22198474,0,NORMAL
248,326,QR_SCAN_PAY,24951.56,UPI_23365387,UPI_34278103,0,NORMAL
249,464,BILL_PAY,32683.55,UPI_98512296,UPI_89616517,1,MICRO_VELOCITY
250,349,WALLET_PAYMENT,41913.53,UPI_68147513,UPI_91099419,0,NORMAL
251,660,UPI_TRANSFER,46824.16,UPI_79479386,UPI_92523198,0,NORMAL
252,403,MERCHANT_PAY,15874.22,UPI_26440848,UPI_74901935,1,ACCOUNT_TAKEOVER
253,346,QR_SCAN_PAY,7779.84,UPI_30559725,UPI_17751870,0,NORMAL
254,511,QR_SCAN_PAY,3696.06,UPI_83046404,UPI_98522681,0,NORMAL
255,147,UPI_TRANSFER,36919.04,UPI_15939710,UPI_57604628,0,NORMAL
256,148,BILL_PAY,39758.94,UPI_12777625,UPI_58888523,1,SOCIAL_ENGINEERING
257,711,MERCHANT_PAY,20471.61,UPI_33614976,UPI_87703706,1,FAKE_MERCHANT
258,489,UPI_TRANSFER,19799.29,UPI_57443746,UPI_45663956,0,NORMAL
259,640,BILL_PAY,47712.08,UPI_34581384,UPI_27413454,0,NORMAL
260,551,QR_SCAN_PAY,45834.48,UPI_39246806,UPI_90813705,0,NORMAL
261,338,WALLET_PAYMENT,11667.13,UPI_22600357,UPI_12706197,0,NORMAL
262,641,MERCHANT_PAY,39041.48,UPI_68099971,UPI_46290559,0,NORMAL
263,473,MERCHANT_PAY,31136.91,UPI_89970611,UPI_30182683,0,NORMAL
264,151,BILL_PAY,7715.37,UPI_66455570,UPI_66990948,0,NORMAL
265,415,UPI_TRANSFER,17841.77,UPI_67353188,UPI_88177458,0,NORMAL
266,298,QR_SCAN_PAY,8877.76,UPI_39517060,UPI_99904374,0,NORMAL
267,611,BILL_PAY,14761.33,UPI_35064923,UPI_29919851,0,NORMAL
268,263,WALLET_PAYMENT,30766.98,UPI_80939373,UPI_56764705,0,NORMAL
269,144,WALLET_PAYMENT,18766.4,UPI_41237225,UPI_92196130,0,NORMAL
270,346,WALLET_PAYMENT,19706.01,UPI_89854838,UPI_26449852,0,NORMAL
271,624,BILL_PAY,26984.67,UPI_19765167,UPI_85923531,0,NORMAL
272,572,QR_SCAN_PAY,4365.77,UPI_45853758,UPI_78463590,0,NORMAL
273,2,MERCHANT_PAY,36941.17,UPI_84404901,UPI_46732355,0,NORMAL
274,304,UPI_TRANSFER,20088.47,UPI_52405683,UPI_29136715,0,NORMAL
275,254,MERCHANT_PAY,24022.45,UPI_58636758,UPI_81212759,0,NORMAL
276,652,QR_SCAN_PAY,48715.11,UPI_69667501,UPI_56078375,0,NORMAL
277,453,MERCHANT_PAY,17221.62,UPI_68648273,UPI_52907358,0,NORMAL
278,37,BILL_PAY,32412.71,UPI_34770815,UPI_31278912,0,NORMAL
279,160,WALLET_PAYMENT,19628.25,UPI_71757576,UPI_93107108,0,NORMAL
280,9,QR_SCAN_PAY,44714.66,UPI_48868198,UPI_33817088,0,NORMAL
281,233,QR_SCAN_PAY,42338.58,UPI_99863881,UPI_76379662,0,NORMAL
282,99,MERCHANT_PAY,12085.01,UPI_26870977,UPI_38236556,0,NORMAL
283,659,BILL_PAY,34588.83,UPI_45267532,UPI_96629788,0,NORMAL
284,208,MERCHANT_PAY,3263.27,UPI_18097829,UPI_41643062,0,NORMAL
285,131,MERCHANT_PAY,48159.45,UPI_44546842,UPI_93818796,0,NORMAL
286,404,QR_SCAN_PAY,17452.76,UPI_75650166,UPI_10031935,0,NORMAL
287,152,MERCHANT_PAY,41592.98,UPI_57639015,UPI_37262222,0,NORMAL
288,54,WALLET_PAYMENT,15924.98,UPI_10833469,UPI_60449387,0,NORMAL
289,120,MERCHANT_PAY,31640.37,UPI_71626825,UPI_41629743,0,NORMAL
290,673,WALLET_PAYMENT,49179.62,UPI_38924431,UPI_81660215,0,NORMAL
291,628,QR_SCAN_PAY,43838.11,UPI_48068748,UPI_71856984,0,NORMAL
292,587,BILL_PAY,8022.49,UPI_14694385,UPI_23106574,0,NORMAL
293,625,WALLET_PAYMENT,27376.68,UPI_25223699,UPI_81696422,0,NORMAL
294,420,BILL_PAY,17429.85,UPI_87898391,UPI_61034820,0,NORMAL
295,422,BILL_PAY,21719.77,UPI_82368104,UPI_73105494,0,NORMAL
296,104,WALLET_PAYMENT,16762.48,UPI_68996614,UPI_43040462,0,NORMAL
297,254,QR_SCAN_PAY,16801.28,UPI_71762134,UPI_50169275,0,NORMAL
298,227,UPI_TRANSFER,27129.95,UPI_93171927,UPI_99838251,0,NORMAL
299,112,BILL_PAY,9602.24,UPI_57417884,UPI_27647692,0,NORMAL
300,510,BILL_PAY,26872.08,UPI_75832447,UPI_22269489,0,NORMAL
301,473,QR_SCAN_PAY,13951.88,UPI_91233900,UPI_37417831,0,NORMAL
302,99,QR_SCAN_PAY,14452.7,UPI_36330944,UPI_83961510,0,NORMAL
303,153,MERCHANT_PAY,36938.71,UPI_13198066,UPI_71701685,0,NORMAL
304,338,QR_SCAN_PAY,1484.53,UPI_54062661,UPI_18607894,0,NORMAL
305,706,BILL_PAY,19050.38,UPI_79171334,UPI_79897915,0,NORMAL
306,163,WALLET_PAYMENT,20379.68,UPI_42525227,UPI_15029685,0,NORMAL
307,720,UPI_TRANSFER,24258.08,UPI_44840519,UPI_46900025,0,NORMAL
308,681,MERCHANT_PAY,33452.21,UPI_75699596,UPI_24202319,0,NORMAL
309,161,WALLET_PAYMENT,18487.49,UPI_82595293,UPI_53496879,0,NORMAL
310,580,UPI_TRANSFER,10660.79,UPI_93489745,UPI_52942124,1,ACCOUNT_TAKEOVER
311,398,UPI_TRANSFER,44244.22,UPI_23916106,UPI_28807410,1,ACCOUNT_TAKEOVER
312,277,UPI_TRANSFER,49052.03,UPI_69060603,UPI_81040497,0,NORMAL
313,504,WALLET_PAYMENT,1005.63,UPI_60542057,UPI_77054118,0,NORMAL
314,392,MERCHANT_PAY,27325.61,UPI_27933436,UPI_75433939,0,NORMAL
